page,content_type,content
2,table,"    Unnamed: 0                                                 3.1.1. Home Automation
           NaN                                                    3.1.2. Smart Cities
           NaN                                       3.1.3. Smart Energy & Smart Grid
           NaN                                                    3.1.4. Smart Health
           NaN                                             3.1.5. Smart Manufacturing
           NaN                                               3.1.6. Smart Agriculture
           NaN                                                        Unit 4: Arduino
           NaN                                            4.1 Introduction to Arduino
           NaN                                                 4.2 Flavors of Arduino
           NaN                                      4.3 Architecture of Arduino board
           NaN                                                  4.4 Arduino Toolchain
           NaN                                   4.4.1 Installing Arduino Desktop IDE
           NaN      4.4.2 Installing Board drivers, Configuring board type, uploading
           NaN                                                            the Program
           NaN                                                  Unit 5 : Raspberry pi
           NaN                                                    5.1 About the board
           NaN                   5.2 Installation of Operating System on Raspberry Pi
           NaN             5.3 Raspbian OS package Installation and updating process.
           NaN                           5.4 Raspberry pi interfaces of Data Transfer
           NaN                           5.5 Reading general purpose Input/Output pin
           NaN                 Unit 6 : Hardware interfacing & programming in Arduino
           NaN                                       6.1 Controlling LED with Arduino
           NaN                                   6.2 Interfacing sensors with Arduino
           NaN                                              6.3 Working with switches
           NaN                                               6.4 Serial data transfer
           NaN                     Unit 7 : Data Driven Application Using RaspberryPi
           NaN                            7.1 Selecting database for IoT applications
           NaN               7.2 Capturing data from surrounding and storing on cloud
           NaN                                     Unit 8 : IoT and Security Concerns
           NaN                                        8.1 : Types of security attacks
           NaN                                           8.2 Security risk mitigation
Reference Book                1. IoT & Applications I.A. Dhotre Technical Publication
           NaN 2. Designing the Internet of Things Adrian McEwen and Cassimally Wiley
           NaN   3. The Internet of Things Connection objects to web Edited by Hakima
           NaN                                                          Chauchi Wiley
           NaN          4. Introduction to Embedded System -By Shibu K V , McGrawHill
           NaN  5. Getting Started with Internet of Things –By Cuno Pfister, O’Reilly
           NaN      6. Learning Internet of Things-By Peter Waher , Packt Publication
           NaN     7. Internet of Things : A Hands on Approach – By Arshdip Bahga and
           NaN                                                        Vijay Madisetti
           NaN  8. ""The Internet of Things: Enabling Technologies, Platforms, and Use"
3,table,"          Unnamed: 0                                                            Cases"", by
                 NaN                          Pethuru Raj and Anupama C. Raman (CRC Press)
                 NaN 9. Raspberry Pi User Guide –By Eben Upton and Garath Halfacree, Wiley
                 NaN                                  10. Raspberry Pi for Dummies , Wiley
                 NaN               11. Raspberry Pi IoT in C -By Harry Fairhead, I/O Press
Teaching Methodology     The course is composed of readings, assignments and a class work.
   Evaluation Method  70% Internal assessment is based on class attendance, participation,
                 NaN      class test, quiz, assignment, seminar, internal examination etc.
                 NaN           30% assessment is based on end semester written examination"
4,table,"           Course Code                                                              Unnamed: 0
          Course Title                                                        Game Development
                Credit                                                                       4
     Teaching per Week                                                                   4 Hrs
     Minimum weeks per      15 (Including Class work, examination, preparation, holidays etc.)
              Semester                                                                     NaN
Last Review / Revision                                                                       -
     Purpose of Course          The goals of this course are to provide introductions to event
                   NaN                  driven programming, game engine scripting, game engine
                   NaN        class structures,learning to plan and to report on a significant
                   NaN             programming project, learn to work in programming in teams,
                   NaN             and learn to use standard game development environments, in
                   NaN                            particular the Unity3d development platform.
      Course Objective                   To learn the ability to design and develop 2D games.
                   NaN                   To learn the ability to design and develop 3D games.
                   NaN                  To implement the game design and development process.
          Pr-requisite         Only those Students who have completed any one of the following
                   NaN                   courses such as Logic and Reasoning or C# Programming
       Course Out come After completion of this course, the student will be capable to develop
                   NaN                               2D and 3D games using C# Unity Framework.
        Course Content               Unit 1 Introduction to Game Engines and Unity Development
                   NaN                                                             Environment
                   NaN                                                1.1 Game Engine Concepts
                   NaN                                                   1.2 Development Tools
                   NaN          1.3 IDE basics : Project View, Inspector, Toolbar, Scene View,
                   NaN                                             Game, View, Animation View,
                   NaN                                                1.4 Basic Unity Concepts
                   NaN                                                             1.5 Sprites
                   NaN                                       Unit 2 Basics of Game Development
                   NaN                                              2.1 Game Design Strategies
                   NaN                                                   2.2 Game Requirements
                   NaN                                                      2.3 Game Mechanics
                   NaN                                        2.4 Storytelling and Progression
                   NaN                                                    2.5 Design Documents
                   NaN                       Unit 3 Programming Practices for Game Development
                   NaN                     3.1 Introduction to Scripting, Coding Fundamentals,
                   NaN                                                        Loops, Functions
                   NaN                                           3.2 Simple Movement and Input
                   NaN                                             3.3 Primitive Data and Math
                   NaN                                          3.4 Decisions and Flow Control
                   NaN                                             3.5 Organizing Game Objects
                   NaN                                               Unit 4 Animation in Unity
                   NaN                                                       4.1 Animation API
                   NaN                                                     4.2 Animation Class"
5,table,"          Unnamed: 0                             4.3 Creating the Animation State Manager
                 NaN                                  4.4 Creating Animation inside Unity
                 NaN                                          4.5 Adding Animation Events
                 NaN                Unit 5 Understanding and Managing 3D coordinate space
                 NaN                    5.1 Begin the project: place objects in the scene
                 NaN                     5.2 The scenery: floor, outer walls, inner walls
                 NaN                                               5.3 Lights and cameras
                 NaN                         5.4 Understanding Collision and Rigid bodies
                 NaN                                5.5 Local vs. Global coordinate space
                 NaN           Unit 6 Using Triggers and Creating Environment Interaction
                 NaN                                          6.1 Triggers and Collisions
                 NaN                                6.2 Setting Up a basic Trigger Object
                 NaN                                6.3 Setting Up other kinds of Trigger
                 NaN                                                6.4 Completed Scripts
                 NaN                            Unit 7 Game Design and Multimedia Effects
                 NaN                                                   7.1 Virtual Worlds
                 NaN                      7.2 Scrolling Game, Animation and Sound Effects
                 NaN                                            7.3 Advanced Game Physics
                 NaN                                                  7.4 Multiple Scenes
                 NaN                                                     7.5 AI and Games
                 NaN                                              Unit 8 Publishing Games
                 NaN                          8.1 Splash Screens, Credit Scenes and Icons
                 NaN                        8.2 Publishing to PC, Mac and Linux Computers
                 NaN                                        8.3 Publishing to Smartphones
                 NaN                     8.4 Publishing to Game Consoles Computing Ethics
                 NaN                                                          and Society
  Text and Reference              1. Game Development with Unity, Michelle Menard, Delmar
          Literature                                                     Cengage Learning
                 NaN              2. Unity in Action, Joseph Hocking, Manning Publication
                 NaN           3. Unity Game Development Cookbook, Paris Buttfield–addis,
                 NaN                     Jonathon Manning , Tim Nugent Orelly Publication
                 NaN                  4. Developing 2D Games with Unity: Independent Game
                 NaN                 Programming with C#,Jared Halpern Apress Publication
                 NaN            5. Pro Unity Game Development with C#, Alan Thorn, Apress
                 NaN                                                          Publication
Teaching Methodology    The course is composed of readings, assignments and a class work.
   Evaluation Method 70% Internal assessment is based on class attendance, participation,
                 NaN     class test, quiz, assignment, seminar, internal examination etc.
                 NaN          30% assessment is based on end semester written examination"
6,table,"      Course Code                                                                 Unnamed: 0
     Course Title                                              Advance Javascript Frameworks
           Credit                                                                          4
Teaching per Week                                                                      4 Hrs
Minimum weeks per         15 (Including Class work, examination, preparation, holidays etc.)
         Semester                                                                        NaN
    Last Review /                                                                        NaN
         Revision                                                                        NaN
Purpose of Course            The purpose of course is to make students capable of developing
              NaN             effective and interactive web client part of web applications.
 Course Objective                 To provide Fundamental knowledge of Web client development
              NaN                                                               technologies
     Pr-requisite              Basic understanding of Web, HTTP, HTML, JavaScript and Object
              NaN                                                         Oriented Concepts.
  Course Out come After completion of this course, the student will be capable of developing
              NaN             effective and interactive web client part of web applications.
   Course Content                                            Unit 1: Introduction to Angular
              NaN                                     1.1 Features and Advantages of Angular
              NaN                                                   1.2 Angular Architecture
              NaN                                      1.3 Angular Components and Directives
              NaN                                                     Unit 2: Angular Basics
              NaN                                                           2.1 Data Binding
              NaN                                                 2.1.1 One way Data Binding
              NaN                                                 2.1.2 Two way Data Binding
              NaN                                                                2.2 Routing
              NaN                                              Unit 3: Introduction to React
              NaN                                                 3.1 Basic concept of React
              NaN                               3.2 Difference between AngularJS and ReactJS
              NaN                                                         3.3 React features
              NaN                                                       Unit 4: React Basics
              NaN                                                            4.1 ECMA Script
              NaN                                                         4.2 React with JSX
              NaN                                                4.2.1 React elements as JSX
              NaN                                                 4.3 Basic React Components
              NaN                                       4.3.1 Stateless functional component
              NaN                                                   4.3.2 Stateful component
              NaN                                               4.3.3 Higher order component
              NaN                                                    4.3.4 Nesting component
              NaN                                               4.4 State and props in React
              NaN                                                      Unit 5: React Routing
              NaN                                                  5.1 Life cycle of ReactJS"
7,table,"       Unnamed: 0                                                             5.1.1 Mounting
              NaN                                                             5.1.2 Updating
              NaN                                                           5.1.3 Unmounting
              NaN                                                          5.2 React Routing
              NaN                                                    5.2.1 Router properties
              NaN                                                       5.2.2 Nesting Router
              NaN                              Unit 6: React Forms and Introduction to Redux
              NaN                                                            6.1 React Forms
              NaN                                                  6.2 Introduction to Redux
              NaN                        6.3 Redux building parts – State, Actions, Reducers
              NaN                      6.4 Concept of the store, Action creators, middleware
              NaN                                            Unit 7: React – Redux and Hooks
              NaN                                           7.1 Explicitly passing the store
              NaN                                  7.2 Presentational Vs container component
              NaN                                               7.3 The React Redux provider
              NaN                                                    7.4 React Redux Connect
              NaN                                                  7.5 Introduction to Hooks
              NaN                     7.6 Hooks -useState Hook, useEffect Hook, custom Hooks
              NaN                                          Unit 8: React Bootstrap Framework
              NaN                              8.1 Introduction to React Bootstrap Framework
              NaN                                      8.2 Layout – Grid structure, Grid API
              NaN                                                          8.3 Media objects
              NaN         8.4 Components – Accordion, Button, Dropdowns, Forms, Input group,
              NaN                                                    Carousel, Images, Table
              NaN                                                8.5 Utilities - Transitions
   Reference Book                                    1. Pro Angular by Adam Freeman – Apress
              NaN                           2. Beginning Angular with Typescript by Greg Lim
              NaN              3. Learning React: Learning React: Functional Web Development
              NaN                                            with React and Redux , O’Reilly
              NaN              4. Learning React: Modern Patterns for Developing React Apps,
              NaN                                                                   O’Reilly
              NaN              5. Fullstack React: The complete guide to ReactJS and Friends
              NaN                                   6. Learning React by Kirupa Chinnathambi
         Teaching                     Discussion, Independent Study, Seminars and Assignment
      Methodology                                                                        NaN
Evaluation Method 70% Internal assessment is based on class attendance, participation, class
              NaN                 test, quiz, assignment, seminar, internal examination etc.
              NaN                30% assessment is based on end semester written examination"
8,table,"      Course Code                                                                  Unnamed: 0
     Course Title                                                          Data Visualization
           Credit                                                                           4
Teaching per Week                                                                       4 Hrs
Minimum weeks per          15 (Including Class work, examination, preparation, holidays etc.)
         Semester                                                                         NaN
    Last Review /                                                                         NaN
         Revision                                                                         NaN
Purpose of Course       The purpose of course is to make student capable to develop their own
              NaN data visualizations, and learn to use Open Source data visualization tools,
              NaN                                                 especially D3.js, Tableau..
 Course Objective          To understand technological advancements of data visualization and
              NaN                                       various data visualization techniques
     Pr-requisite             Working knowledge of Programming Language and Database Concepts
              NaN                                                             and JavaScript,
              NaN                                                                       HTML5
  Course Out come This course is all about data visualization, the art and science of turning
              NaN    data into readable graphics. We’ll explore how to design and create data
              NaN            visualizations based on data available and tasks to be achieved.
   Course Content                                  Unit 1: Introduction to Data Visualization
              NaN                                                   1.1 Visualization Process
              NaN                                              1.1.1 Filtering and Processing
              NaN                                 1.1.2 Translation and Visual representation
              NaN                                         1.1.3 Perception and interpretation
              NaN                                                   1.2 Visualization formats
              NaN                                 1.3 Basic principles for data visualization
              NaN                                 Unit 2: Working with Data for Visualization
              NaN                                                       2.1 Data storytelling
              NaN                                                       2.2 Working with data
              NaN                                                         2.2.1 Data clean up
              NaN                    2.2.2 Concept of Loading, parsing, transforming the data
              NaN                                      Unit 3: Basics of Data Visualization –
              NaN                 3.1 Reading Data from Standard text files (.txt, .csv, XML)
              NaN      3.2 working with Data (Continuous, Statistical, Geo-spatial, Discrete)
              NaN     3.3 Types of Databases for visualization – structured, semi-structured,
              NaN                                                                unstructured
              NaN                                                 3.4 Displaying JSON content
              NaN                                 Unit 4: Basic Visualization HTML5 Libraries
              NaN                                              4.1 Basic HTML5 Drawing Charts
              NaN                                               4.2 HTML5 – CANVAS/SVG Charts
              NaN                                                4.3 Use of elements with CSS"
9,table,"       Unnamed: 0                                                       4.4 Style properties
              NaN                                                      4.5 Stroke properties
              NaN                         Unit 5: other Visualization Library – Google Chart
              NaN                                               5.1 Google Charts API Basics
              NaN                                             5.2 Various google chart types
              NaN        5.2.1 column chart, bar chart, line chart, bubble chart, pie chart,
              NaN                                                           Chart Animations
              NaN                             Unit 6: Basic Visualization methods with D3.js
              NaN                                                  6.1 Introduction to D3.js
              NaN                                               6.2 D3.js Features, benefits
              NaN                                                        6.3 D3.js Animation
              NaN                              6.4 Drawing basic charts, graphs, geographics
              NaN                       Unit 7: Loading and filtering external data in D3.js
              NaN                                          7.1 D3 functions for loading Data
              NaN                                                         7.2 Use of Dataset
              NaN                               7.3 Case study: Bar chart with External Data
              NaN                           Unit 8: Advanced Data Visualization with Tableau
              NaN                                                8.1 Introduction to Tableau
              NaN                                             8.2 Filters, Drill Down and Up
              NaN                                   8.3 Forecasting, Trend Lines, Clustering
              NaN                                                              8.4 Dashboard
   Reference Book          1. Interactive Data Visualization for the Web by Scott Murray 2nd
              NaN                                                             Edition (2017)
              NaN             2. Jon Raasch, Graham Murray, Vadim Ogievetsky, Joseph Lowery,
              NaN               “JavaScript and jQuery for Data Analysis and Visualization”,
              NaN                                                                       WROX
              NaN                  3. Ritchie S. King, Visual story telling with D3” Pearson
              NaN                      4. D3.js in Action by Elijah Meeks 2nd Edition (2017)
              NaN                    5. Visual Storytelling with D3: An Introduction to Data
              NaN                             Visualization in JavaScript By Ritchie S. King
              NaN                6. Visualization Analysis & Design by Tamara Munzner (2014)
              NaN                                                       (ISBN 9781466508910)
              NaN          7. Interactive Data Visualization for the Web by Scott Murray 2nd
              NaN                                                             Edition (2017)
              NaN            8. ggplot2 Elegant Graphics for Data Analysis by Hadley Wickham
         Teaching                     Discussion, Independent Study, Seminars and Assignment
      Methodology                                                                        NaN
Evaluation Method 70% Internal assessment is based on class attendance, participation, class
              NaN                 test, quiz, assignment, seminar, internal examination etc.
              NaN                30% assessment is based on end semester written examination"
10,table,"                                                                                                                                                                   Course Code                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Unnamed: 0
                                                                                                                                                                  Course Title                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Blockchain Technology
                                                                                                                                                                        Credit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              4
                                                                                                                                                             Teaching per Week                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          4 Hrs
                                                                                                                                                   Minimum weeks per\rSemester                                                                                                                                                                                                                                                                                                                                                                                                                                             15 (Including Class work, examination, preparation, holidays etc.)
                                                                                                                                                       Last Review /\rRevision                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -
                                                                                                                                                             Purpose of Course                                                                                                                                                                                                                                                                                                                                                                                                              Conceptualize the students with the theoretical concepts of Blockchain and its\rassociated areas.
                                                                                                                                                              Course Objective                                                                                                                                                                                                                                                                                                  Familiarization with different objectives of blockchain models of blockchain,\rmechanics of bitcoin, alternative coin and recent trends. Moreover it can be more\rconceptualized using selected case studies.
                                                                                                                                                                  Prerequisite                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Fundamentals of Information Security concepts.
                                                                                                                                                               Course Out come Define and Explain the fundamentals of Blockchain\rIllustrate the technologies of blockchain\rDescribe various models of block chain.\rCase study of blockchain to analyze the different issues associated with various\rcoins and crypto currencies.\rFamiliarize the functional/operational aspects of crypto currency.\rUnderstand emerging abstract models for Block chain.\rIdentify major research challenges and technical gaps existing between theory\rand practice in crypto currency domain.
                                                                                                                                                                           NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                                Course Content                                                                                                                                                                                                                                                                      Introduction to Blockchain, Transactions and Blocks, Mining and Consensus,\rConnecting the Dots, Smart Contracts, Blockchain Development on Ethereum,\rCreating a Block, Adding the Hash Function to the Block, Creating Smart\rContracts
                                                                                                                                                                           NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Unit 1.Blockchain Fundamentals
1.1. Definition\r1.2. History of Blockchains\r1.3. How the Blockchain Technology Works\r1.4. Cryptographic Keys\r1.5. Features of a Blockchain\r1.6. Structure of a Blockchain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1.1. Definition
                                                                                                                                                   1.2. History of Blockchains                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                      1.3. How the Blockchain Technology Works                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                       1.4. Cryptographic Keys                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                 1.5. Features of a Blockchain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                1.6. Structure of a Blockchain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                                           NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                   Unit 2.Picking a blockchain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                  2.1. Add substance\r2.2. Determining the needs\r2.3. Defining the goal\r2.4. Drawing decision tree\r2.5. Blockchain applications\r2.6. Blockchain life cycle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             2.1. Add substance
                                                                                                                                                    2.2. Determining the needs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                        2.3. Defining the goal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                    2.4. Drawing decision tree                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                  2.5. Blockchain applications                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                    2.6. Blockchain life cycle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                                           NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                            Unit 3.Managing bitcoin blockchain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NaN
                                                                                                                                                                           NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                             3.1. Creating first bitcoin wallet"
11,table,"                            Unnamed: 0 3.2. Creating second bitcoin wallet\r3.3. Generating bitcoin vanity address\r3.4. Transferring vanity address\r3.5. Reading blockchain entry in bitcoin\r3.6. Using smart contract with bitcoin\r3.7. Building smart bond\r3.8. Checking status of the contract\r3.9. Mining for bitcoins                  3.2. Creating second bitcoin wallet
                                   NaN                                                                                                                                                                                                                                                    3.3. Generating bitcoin vanity address                                                  NaN
                                   NaN                                                                                                                                                                                                                                                          3.4. Transferring vanity address                                                  NaN
                                   NaN                                                                                                                                                                                                                                                  3.5. Reading blockchain entry in bitcoin                                                  NaN
3.6. Using smart contract with bitcoin                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                  3.7. Building smart bond                                                  NaN
                                   NaN                                                                                                                                                                                                                                                      3.8. Checking status of the contract                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                  3.9. Mining for bitcoins                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
            Unit 4.Ethereum Blockchain                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                   4.1. History of Ethereum\r4.2. Ether cryptocurrency\r4.3. Mining for ether\r4.4. Ethereum wallet\r4.5. Building and managing decentralized autonomous organization – DAO\r4.6. Managing smart contracts                             4.1. History of Ethereum
                                   NaN                                                                                                                                                                                                                                                                 4.2. Ether cryptocurrency                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                     4.3. Mining for ether                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                      4.4. Ethereum wallet                                                  NaN
                                   NaN                                                                                                                                                                                                                    4.5. Building and managing decentralized autonomous organization – DAO                                                  NaN
                                   NaN                                                                                                                                                                                                                                                             4.6. Managing smart contracts                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                       Unit 5.Ripple and Factom Blockchain                                                  NaN
                                   NaN                                                              5.1. Difference between ripple and other blockchains\r5.2. Capacity of ripple\r5.3. Caution with ripple\r5.4. Factom blockchain\r5.5. Authenticating documents and building identities using APIs\r5.6. Publishing on Factom 5.1. Difference between ripple and other blockchains
                                   NaN                                                                                                                                                                                                                                                                   5.2. Capacity of ripple                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                  5.3. Caution with ripple                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                    5.4. Factom blockchain                                                  NaN
                                   NaN                                                                                                                                                                                                                          5.5. Authenticating documents and building identities using APIs                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                 5.6. Publishing on Factom                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                           Unit 6.DigiByte                                                  NaN
                                   NaN                                                                                                                                                                 6.1. Digging into digibyte\r6.2. Fast blockchiang\r6.3. Mining on Digibyte\r6.4. Signing documents on digibyte’s DiguSign                           6.1. Digging into digibyte
                                   NaN                                                                                                                                                                                                                                                                     6.2. Fast blockchiang                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                   6.3. Mining on Digibyte                                                  NaN
                                   NaN                                                                                                                                                                                                                                             6.4. Signing documents on digibyte’s DiguSign                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                        Unit 7.Hyperledger                                                  NaN
                                   NaN                                                                                                                                                                                     7.1. Fabric\r7.2. Building system in Fabric\r7.3. Chaincode development\r7.4. Sumeragi\r7.5. Sawtooth                                          7.1. Fabric
                                   NaN                                                                                                                                                                                                                                                            7.2. Building system in Fabric                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                7.3. Chaincode development                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                             7.4. Sumeragi                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                             7.5. Sawtooth                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                  Unit 8. Industry impacts                                                  NaN
                                   NaN                                                                                                                                                                                                              8.1. Financial technology\r8.2. Real estate\r8.3. Insurance\r8.4. Government                            8.1. Financial technology
                                   NaN                                                                                                                                                                                                                                                                          8.2. Real estate                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                            8.3. Insurance                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                           8.4. Government                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                                   NaN                                                                                                                                                                                                                                                                                       NaN                                                  NaN
                   Text and\rReference                                                                                                                                               1.Blockchain for dummies by Tiana Laurence –Wiley publication\r2.Blockchain from concept to execution by Debajani Mohanty – BPB Publication                                                  NaN"
12,table,"            books      3. Blockchain by example by By Bellaj Badr , Richard Horrocks , Xun (Brian)
              NaN                                                                               Wu
              NaN                                        4. Blockchain for beginners by Kurt Dugan
              NaN      5. Bitcoin and Cryptocurrency Technologies: A Comprehensive Introduction by
              NaN              Arvind Narayanan, Joseph Bonneau, Edward Felten, Andrew Miller, and
              NaN                                Steven Goldfeder Princeton University Press, 2016
              NaN       6. Analysis of Blockchain protocol in Asynchronous networksby R.Pass et al
              NaN           EUROCRYPT 2017, (eprint.iacr.org/2016/454), A significant progress and
              NaN                                              consolidation of several principles
              NaN         7. Blockchain Technology: Cryptocurrency and Applications S. Shukla, M.,
              NaN                   Dhawan, S. Sharma, S. Venkatesan Oxford University, Press 2019
              NaN 8. Bitcoin and cryptocurrency technologies: a comprehensive introduction, Arvind
              NaN                               Narayanan et. Al. Princeton University, Press 2016
              NaN     9. Blockchain: The Blockchain for Beginnings, Guild to Blockchain Technology
              NaN               and Blockchain Programming’ Josh Thompson Create Space Independent
              NaN                                                         Publishing Platform 2017
         Teaching                The course is composed of readings, assignments and a class work.
      Methodology                                                                              NaN
Evaluation Method 70% Internal assessment is based on class attendance, participation, class test,
              NaN                             quiz, assignment, seminar, internal examination etc.
              NaN                      30% assessment is based on end semester written examination"
