url,title,content,timestamp,saved_file
https://www.srki.ac.in/pages/aqar-report/,AQAR Report - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:52:59,output\html\_pages_aqar-report_.html
https://www.srki.ac.in/pages/iqac-committee/,IQAC Committee - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:08,output\html\_pages_iqac-committee_.html
https://www.srki.ac.in/pages/ugc-notification/,UGC Notification - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:17,output\html\_pages_ugc-notification_.html
https://www.srki.ac.in/department/computer-science/,Computer Science - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:22,output\html\_department_computer-science_.html
https://www.srki.ac.in/department/microbiology/,Microbiology - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:27,output\html\_department_microbiology_.html
https://www.srki.ac.in/department/biotechnology/,Biotechnology - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:32,output\html\_department_biotechnology_.html
https://www.srki.ac.in/department/environmental-science/,Environmental Science - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:37,output\html\_department_environmental-science_.html
https://www.srki.ac.in/department/allied/,Allied - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:41,output\html\_department_allied_.html
https://www.srki.ac.in/department/chemistry/,Chemistry - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:46,output\html\_department_chemistry_.html
https://www.srki.ac.in/department/admin/,Admin - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:53:54,output\html\_department_admin_.html
https://www.srki.ac.in/department/library/,Library - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:03,output\html\_department_library_.html
https://www.srki.ac.in/pages/ncc-office/,NCC Office - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:12,output\html\_pages_ncc-office_.html
https://www.srki.ac.in/pages/laboratory/,Laboratory - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:21,output\html\_pages_laboratory_.html
https://www.srki.ac.in/pages/library/,Library - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:24,output\html\_pages_library_.html
https://www.srki.ac.in/pages/seminar-hall/,Seminar Hall - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:33,output\html\_pages_seminar-hall_.html
https://www.srki.ac.in/pages/playground/,Playground - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:42,output\html\_pages_playground_.html
https://www.srki.ac.in/pages/hostel/,Hostel - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:54:51,output\html\_pages_hostel_.html
https://www.srki.ac.in/pages/canteen/,Canteen - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:00,output\html\_pages_canteen_.html
https://www.srki.ac.in/pages/sports/,Sports - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:09,output\html\_pages_sports_.html
https://www.srki.ac.in/pages/gender-sensitization-cell/,Gender Sensitization Cell - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:18,output\html\_pages_gender-sensitization-cell_.html
https://www.srki.ac.in/pages/e-magazine/,E-Magazine - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:21,output\html\_pages_e-magazine_.html
https://www.srki.ac.in/pages/scholarship-amp-free-ship/,Scholarship & Free ship - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:25,output\html\_pages_scholarship-amp-free-ship_.html
https://www.srki.ac.in/pages/anti-ragging-committtee/,Anti Ragging Committtee. - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:29,output\html\_pages_anti-ragging-committtee_.html
https://www.srki.ac.in/pages/academic-calender/,Academic Calander - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:33,output\html\_pages_academic-calender_.html
https://www.srki.ac.in/pages/code-of-conduct/,Code Of Conduct - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:37,output\html\_pages_code-of-conduct_.html
https://www.srki.ac.in/pages/form/,Form - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:46,output\html\_pages_form_.html
https://www.srki.ac.in/pages/application-form/,Application Form - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:50,output\html\_pages_application-form_.html
https://www.srki.ac.in/pages/complaint-form/,Complaint Form - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:55:58,output\html\_pages_complaint-form_.html
https://www.srki.ac.in/pages/result-2023-24-and-2022-23/,404-ERROR - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:56:07,output\html\_pages_result-2023-24-and-2022-23_.html
https://www.srki.ac.in/pages/cells-amp-committees/,Committee - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:56:11,output\html\_pages_cells-amp-committees_.html
https://www.srki.ac.in/pages/red-cross-activities/,Red Cross Activities - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:56:16,output\html\_pages_red-cross-activities_.html
https://www.srki.ac.in/pages/maitri-setu/,Maitri Setu - Shree Ramkrishna Institute of Computer Education and Applied Sciences,"Shree Ramkrishna Institute of Computer Education and Applied Sciences 0261-2240170,0261-2240172,7228018498,7228018499,7228018500,7228018497 7228018496 info@srki.ac.in Contact Us",2025-05-03 21:56:19,output\html\_pages_maitri-setu_.html
